"","C10","C9","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"OTU_10300",0,0,"OTU_10300","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10301",0,0,"OTU_10301","Low","1403516","Eukaryota","","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Colpomenia","Colpomenia sp. 1WA"
"OTU_10302",0,0,"OTU_10302","High","639310","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya","Olleya aquimaris"
"OTU_10303",0,0,"OTU_10303","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10304",0,0,"OTU_10304","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10305",0,0,"OTU_10305","Low","46472","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus versicolor"
"OTU_10306",0,0,"OTU_10306","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10307",0,0,"OTU_10307","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10309",0,0,"OTU_10309","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1031",0,0,"OTU_1031","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10310",0,0,"OTU_10310","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10311",0,0,"OTU_10311","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10312",0,0,"OTU_10312","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_10313",0,0,"OTU_10313","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10314",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10315",0,0,"OTU_10315","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10316",0,0,"OTU_10316","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10318",0,0,"OTU_10318","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10319",0,0,"OTU_10319","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1032",0,0,"OTU_1032","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10320",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10321",0,0,"OTU_10321","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10322",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10323",0,0,"OTU_10323","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10324",0,0,"OTU_10324","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10325",0,0,"OTU_10325","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10326",0,0,"OTU_10326","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10328",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10329",0,0,"OTU_10329","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1033",0,0,"OTU_1033","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10330",0,0,"OTU_10330","Low","65659","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba comandoni"
"OTU_10332",0,0,"OTU_10332","Low-MH-S","49238;1514137","Eukaryota","Bacillariophyta","Coscinodiscophyceae",NA,NA,NA,NA
"OTU_10333",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10334",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10336",0,0,"OTU_10336","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10337",0,0,"OTU_10337","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10338",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1034",0,0,"OTU_1034","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10341",0,0,"OTU_10341","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10342",0,0,"OTU_10342","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10343",0,0,"OTU_10343","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10344",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10345",0,0,"OTU_10345","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10346",0,0,"OTU_10346","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10347",0,0,"OTU_10347","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10348",0,0,"OTU_10348","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10349",0,0,"OTU_10349","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1035",0,0,"OTU_1035","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10350",0,0,"OTU_10350","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10351",0,0,"OTU_10351","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10352",0,0,"OTU_10352","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10353",0,0,"OTU_10353","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10354",0,25,"OTU_10354","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10355",0,0,"OTU_10355","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10356",0,0,"OTU_10356","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10357",0,0,"OTU_10357","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10358",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10359",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1036",0,0,"OTU_1036","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10360",0,0,"OTU_10360","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10361",0,0,"OTU_10361","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10362",0,0,"OTU_10362","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10363",0,0,"OTU_10363","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10364",0,0,"OTU_10364","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10365",0,0,"OTU_10365","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10367",0,0,"OTU_10367","Low","1802957","Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Cairneyella","Cairneyella variabilis"
"OTU_10368",0,0,"OTU_10368","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10369",0,0,"OTU_10369","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1037",0,0,"OTU_1037","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10370",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10371",0,0,"OTU_10371","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10372",0,0,"OTU_10372","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10373",0,0,"OTU_10373","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10374",0,0,"OTU_10374","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10375",0,0,"OTU_10375","Low","1535393","Eukaryota","","Phaeophyceae","Ectocarpales","Chordariaceae","","Chordariaceae sp. 7 AP-2014"
"OTU_10376",0,0,"OTU_10376","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10377",0,0,"OTU_10377","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10378",0,0,"OTU_10378","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10379",0,0,"OTU_10379","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1038",0,0,"OTU_1038","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10380",0,0,"OTU_10380","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10382",0,0,"OTU_10382","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10383",0,0,"OTU_10383","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10384",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10385",0,0,"OTU_10385","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10386",0,0,"OTU_10386","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10388",0,0,"OTU_10388","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10389",0,0,"OTU_10389","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1039",0,0,"OTU_1039","Low","264146","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","Coryne","Coryne muscoides"
"OTU_10390",0,0,"OTU_10390","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_10393",0,0,"OTU_10393","Low","5793","Eukaryota","","","Physariida","Didymiaceae","Didymium","Didymium iridis"
"OTU_10394",0,0,"OTU_10394","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10395",0,0,"OTU_10395","Low","1899534","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Zancleidae","Zanclea","Zanclea implexa"
"OTU_10396",0,0,"OTU_10396","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10397",0,0,"OTU_10397","Low","192020","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium carolinianum"
"OTU_10398",0,0,"OTU_10398","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10399",0,0,"OTU_10399","Low","5793","Eukaryota","","","Physariida","Didymiaceae","Didymium","Didymium iridis"
"OTU_1040",0,0,"OTU_1040","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10401",0,0,"OTU_10401","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10402",0,0,"OTU_10402","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10403",0,0,"OTU_10403","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10404",0,0,"OTU_10404","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10405",0,0,"OTU_10405","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10406",0,0,"OTU_10406","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10408",0,0,"OTU_10408","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10409",0,0,"OTU_10409","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_1041",0,0,"OTU_1041","Low","264121","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","Sarsia","Sarsia tubulosa"
"OTU_10410",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10411",0,0,"OTU_10411","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10412",0,0,"OTU_10412","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10413",0,0,"OTU_10413","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10414",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10415",0,0,"OTU_10415","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10416",0,0,"OTU_10416","Low","2003118","Eukaryota","","Chrysophyceae","","","Segregatospumella","Segregatospumella sp."
"OTU_10417",0,0,"OTU_10417","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10418",0,0,"OTU_10418","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10419",0,0,"OTU_10419","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1042",0,0,"OTU_1042","Low","265564","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira punctigera"
"OTU_10420",0,0,"OTU_10420","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10421",0,0,"OTU_10421","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10422",0,0,"OTU_10422","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10423",0,0,"OTU_10423","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10424",0,0,"OTU_10424","Low","2058135","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya","Olleya sp. Bg11-27"
"OTU_10425",0,0,"OTU_10425","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10426",0,0,"OTU_10426","Low","1105345","Eukaryota","","","","Vexilliferidae","Vexillifera","Vexillifera bacillipedes"
"OTU_10427",0,0,"OTU_10427","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10428",0,0,"OTU_10428","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10429",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10430",0,0,"OTU_10430","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10431",0,0,"OTU_10431","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10432",0,0,"OTU_10432","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10433",0,0,"OTU_10433","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10434",0,0,"OTU_10434","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10435",0,0,"OTU_10435","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10436",0,0,"OTU_10436","Low","1822539","Eukaryota","Arthropoda","Insecta","Diptera","Tipulidae","Nephrotoma","Nephrotoma alterna"
"OTU_10437",0,0,"OTU_10437","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10438",0,0,"OTU_10438","High","216125","Eukaryota","Mollusca","Gastropoda","Trochida","Trochidae","Gibbula","Gibbula cineraria"
"OTU_1044",0,240,"OTU_1044","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10440",0,0,"OTU_10440","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10441",0,0,"OTU_10441","High","1881806","Eukaryota","Arthropoda","Insecta","Psocoptera","Ectopsocidae","Ectopsocus","Ectopsocus californicus"
"OTU_10442",0,0,"OTU_10442","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10443",0,0,"OTU_10443","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10444",0,0,"OTU_10444","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10446",0,0,"OTU_10446","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10448",0,0,"OTU_10448","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1045",0,387,"OTU_1045","Low","2020319","Eukaryota","","","","Paramoebidae","Neoparamoeba","Neoparamoeba longipodia"
"OTU_10454",0,0,"OTU_10454","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10456",0,0,"OTU_10456","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10459",0,0,"OTU_10459","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1046",0,0,"OTU_1046","Low","2202238","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Vertebrata","Vertebrata sp. _2fucoides"
"OTU_10462",0,0,"OTU_10462","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10463",0,0,"OTU_10463","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10464",0,0,"OTU_10464","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10465",0,0,"OTU_10465","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10467",0,0,"OTU_10467","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10468",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10469",0,0,"OTU_10469","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10470",0,0,"OTU_10470","Low","1603548","Eukaryota","","","","Malawimonadidae","Malawimonas","Malawimonas sp. strain 249"
"OTU_10471",0,0,"OTU_10471","Low","1217586","Eukaryota","","Oomycetes","Pythiales","Pythiogetonaceae","Pythiogeton","Pythiogeton ramosum"
"OTU_10476",0,0,"OTU_10476","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10477",0,0,"OTU_10477","High-MH","None","Eukaryota","Porifera","Demospongiae","Spongillida",NA,NA,NA
"OTU_10478",0,0,"OTU_10478","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10479",0,0,"OTU_10479","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10480",0,0,"OTU_10480","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10482",0,0,"OTU_10482","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10483",0,0,"OTU_10483","Low","255166","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium viniferum"
"OTU_10484",0,0,"OTU_10484","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10485",0,0,"OTU_10485","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10486",0,0,"OTU_10486","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10487",0,0,"OTU_10487","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10488",0,0,"OTU_10488","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10489",0,0,"OTU_10489","Low","996801","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter reichenbachii"
"OTU_1049",0,0,"OTU_1049","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10490",0,0,"OTU_10490","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10491",0,0,"OTU_10491","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10492",0,0,"OTU_10492","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10494",0,0,"OTU_10494","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10495",0,0,"OTU_10495","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10497",0,0,"OTU_10497","High-MH","None","Eukaryota","Porifera","Demospongiae","Axinellida","Raspailiidae","Raspailia",NA
"OTU_10498",0,0,"OTU_10498","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10499",0,0,"OTU_10499","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_105",0,0,"OTU_105","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1050",0,834,"OTU_1050","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10500",0,0,"OTU_10500","Low","947600","Eukaryota","Nemertea","Enopla","Monostilifera","Plectonemertidae","Leptonemertes","Leptonemertes cf. chalicophora SA-2011"
"OTU_10501",0,0,"OTU_10501","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10502",0,0,"OTU_10502","Low","1755430","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Ilyonectria","Ilyonectria sp."
"OTU_10504",0,0,"OTU_10504","Low","946377","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium sp. CAL-2011c"
"OTU_10505",0,0,"OTU_10505","Low","313598","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter sp. MED152"
"OTU_10506",0,0,"OTU_10506","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10507",0,0,"OTU_10507","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1051",0,0,"OTU_1051","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10510",0,0,"OTU_10510","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10511",0,0,"OTU_10511","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10512",0,0,"OTU_10512","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10513",0,0,"OTU_10513","Low","186163","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium cylindrosporum"
"OTU_10514",0,0,"OTU_10514","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10515",0,0,"OTU_10515","Low","946377","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium sp. CAL-2011c"
"OTU_10516",0,0,"OTU_10516","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10517",0,0,"OTU_10517","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10518",0,0,"OTU_10518","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10519",0,0,"OTU_10519","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1052",0,0,"OTU_1052","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10521",0,0,"OTU_10521","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10522",0,0,"OTU_10522","High","1812981","Eukaryota","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus viridis"
"OTU_10523",0,0,"OTU_10523","Low","131064","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Grinnellia","Grinnellia americana"
"OTU_10524",0,0,"OTU_10524","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10525",0,0,"OTU_10525","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10526",0,0,"OTU_10526","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10527",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10529",0,0,"OTU_10529","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1053",0,0,"OTU_1053","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10530",0,0,"OTU_10530","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10531",0,0,"OTU_10531","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10532",0,0,"OTU_10532","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10533",0,0,"OTU_10533","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10534",0,0,"OTU_10534","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10536",0,0,"OTU_10536","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1054",0,0,"OTU_1054","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10540",0,0,"OTU_10540","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10542",0,0,"OTU_10542","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10543",0,0,"OTU_10543","Low","945048","Eukaryota","Annelida","Clitellata","Haplotaxida","Glossoscolecidae","Rhinodrilus","Rhinodrilus alatus"
"OTU_10544",0,0,"OTU_10544","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10545",0,0,"OTU_10545","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10546",0,0,"OTU_10546","Low","85795","Eukaryota","Porifera","Demospongiae","Bubarida","Dictyonellidae","Scopalina","Scopalina ruetzleri"
"OTU_10547",0,0,"OTU_10547","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1055",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10550",0,0,"OTU_10550","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10553",0,0,"OTU_10553","Low","1955561","Eukaryota","","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas sp."
"OTU_10554",0,0,"OTU_10554","Low","65665","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba tubiashi"
"OTU_10555",0,0,"OTU_10555","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10556",0,0,"OTU_10556","Low","237455","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia cuspidata"
"OTU_10557",0,0,"OTU_10557","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10559",0,14,"OTU_10559","Low","1702228","Eukaryota","","Oomycetes","","","Haptoglossa","Haptoglossa sp. DM2 4/12"
"OTU_1056",0,0,"OTU_1056","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10560",0,0,"OTU_10560","Low","33653","Eukaryota","","","Bicosoecida","Cafeteriaceae","Cafeteria","Cafeteria roenbergensis"
"OTU_10561",0,0,"OTU_10561","Low","525906","Eukaryota","Rotifera","Monogononta","Ploima","Synchaetidae","Synchaeta","Synchaeta pectinata"
"OTU_10562",0,7,"OTU_10562","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10563",0,0,"OTU_10563","High","1954227","Eukaryota","Mollusca","Bivalvia","Mytiloida","Mytilidae","Arcuatula","Arcuatula senhousia"
"OTU_10564",0,0,"OTU_10564","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10565",0,0,"OTU_10565","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10566",0,0,"OTU_10566","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_10567",0,0,"OTU_10567","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10568",0,0,"OTU_10568","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1057",0,0,"OTU_1057","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10570",10,0,"OTU_10570","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_10571",0,0,"OTU_10571","High-MH","None","Eukaryota","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla",NA
"OTU_10572",19,0,"OTU_10572","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10574",19,0,"OTU_10574","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10575",19,0,"OTU_10575","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10576",19,0,"OTU_10576","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10577",19,0,"OTU_10577","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10578",28,0,"OTU_10578","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10579",19,0,"OTU_10579","High-MH","None","Eukaryota","","Eustigmatophyceae","Eustigmatales","Monodopsidaceae",NA,NA
"OTU_1058",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_10580",19,0,"OTU_10580","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_10581",19,0,"OTU_10581","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10583",19,0,"OTU_10583","Low","2506114","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba byersi"
"OTU_10584",19,0,"OTU_10584","Low","1525916","Eukaryota","Arthropoda","Arachnida","Araneae","Udubidae","Raecius","Raecius asper"
"OTU_10585",19,0,"OTU_10585","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10586",19,0,"OTU_10586","Low","860636","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Laurencia","Laurencia nipponica"
"OTU_10587",26,0,"OTU_10587","Low","1654810","Eukaryota","","","","Paramoebidae","Cunea","Cunea thuwala"
"OTU_10588",26,0,"OTU_10588","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10589",19,0,"OTU_10589","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10590",19,0,"OTU_10590","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10591",22,0,"OTU_10591","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10592",24,0,"OTU_10592","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10593",19,0,"OTU_10593","Low","101203","Eukaryota","","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia parasitica"
"OTU_10594",19,0,"OTU_10594","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_10595",0,0,"OTU_10595","None","None",NA,NA,NA,NA,NA,NA,NA
